"","chapter","character","line"
"472",2,"Eleanor Shellstrop","No, no, no, not porn."
"473",2,"Eleanor Shellstrop","I, um… I need clothes, like yours and Chidi's with the stripes."
"474",2,"Janet","There you go."
"475",2,"Michael","Everybody, everybody!"
"476",2,"Michael","Gather round, please, thank you, thank you."
"477",2,"Michael","Obviously, there's something very wrong with this neighborhood."
"478",2,"Michael","We don't know what it is, how long it will last, or what caused it."
"479",2,"Michael","What do we know, Janet?"
"480",2,"Janet","We know where it happened."
"481",2,"Janet","Here."
"482",2,"Michael","Yes, thank you, Janet."
"483",2,"Michael","The chaos happened here."
"484",2,"Michael","See, that's the trouble with these perfect systems."
"485",2,"Michael","One little flaw can lead to…"
"486",2,"Michael","Well, it can lead to… Gary over there."
"487",2,"Gary","Hey, Gary."
"488",2,"Michael","Hang in there, buddy."
"489",2,"Michael","Boy, my armpits are leaking."
"490",2,"Michael","What is that called again?"
"491",2,"Janet","Sweat."
"492",2,"Michael","Right, right."
"493",2,"Michael","Still not used to being in a human body."
"494",2,"Michael","And what do you do with sweat?"
"495",2,"Michael","Do you lick it away, is that right?"
"496",2,"Janet","No, you dab it with a cloth."
"497",2,"Michael","Oh, right."
"498",2,"Michael","And then you lick the cloth?"
"499",2,"Michael","That seems weirder."
"500",2,"Tahani Al-Jamil","Michael."
"501",2,"Tahani Al-Jamil","Look!"
"502",2,"Michael","Okay."
"503",2,"Michael","That's a good sign."
"504",2,"Michael","It could mean that this is almost over."
"505",2,"Tahani Al-Jamil","Oh, such a relief."
"506",2,"Tahani Al-Jamil","That was my first time as a fashion ""don't"", and I did not care for it."
"507",2,"Eleanor Shellstrop","Okay, things are settling down outside."
"508",2,"Eleanor Shellstrop","I think it's time to… make me good, partner."
"509",2,"Eleanor Shellstrop","How do we do it?"
"510",2,"Eleanor Shellstrop","Is there a pill I can take or something I could vape?"
"511",2,"Eleanor Shellstrop","Where did you get a chalkboard?"
"512",2,"Chidi Anagonye","It's The Good Place, you can get anything you want at any time."
"513",2,"Eleanor Shellstrop","And you chose a chalkboard?"
"514",2,"Eleanor Shellstrop","What are you reading?"
"515",2,"Chidi Anagonye","The Metaphysics of Morals by Immanuel Kant."
"516",2,"Chidi Anagonye","It's a treatise on the aesthetic preconditions of the mind's receptivity to duty."
"517",2,"Chidi Anagonye","It's a book on how to act good."
"518",2,"Eleanor Shellstrop","Oh, great!"
"519",2,"Eleanor Shellstrop","So you've decided to help me?"
"520",2,"Chidi Anagonye","I don't know."
"521",2,"Chidi Anagonye","There's a thousand questions."
"522",2,"Chidi Anagonye","Is there a moral imperative to help you?"
"523",2,"Eleanor Shellstrop","Hmm."
"524",2,"Chidi Anagonye","Do I have a greater obligation to my community?"
"525",2,"Chidi Anagonye","Are you taking someone else's spot, someone who deserves to be here?"
"526",2,"Eleanor Shellstrop","Ooh!"
"527",2,"Eleanor Shellstrop","On that question, I honestly think I was just put here by mistake."
"528",2,"Eleanor Shellstrop","Because Michael called me Eleanor Shellstrop, so he knows I'm me."
"529",2,"Eleanor Shellstrop","He's just wrong about my overall ""quality"" level."
"530",2,"Eleanor Shellstrop","Please, help me, man."
"531",2,"Eleanor Shellstrop","I swear I am worth it."
"532",2,"Chidi Anagonye","Tell me one fact that you know about me."
"533",2,"Chidi Anagonye","I mean, we spent the whole day together."
"534",2,"Chidi Anagonye","You must remember something."
"535",2,"Chidi Anagonye","What country am I from?"
"536",2,"Eleanor Shellstrop","Is it racist if I say Africa?"
"537",2,"Chidi Anagonye","Yes, and Africa is not a country."
"538",2,"Chidi Anagonye","I am from Senegal."
"539",2,"Chidi Anagonye","Do I have any siblings?"
"540",2,"Chidi Anagonye","Where did I go to college?"
"541",2,"Eleanor Shellstrop","Trick question."
"542",2,"Eleanor Shellstrop","You didn't."
"543",2,"Chidi Anagonye","I was literally a college professor."
"544",2,"Chidi Anagonye","Do you not remember one single thing about me?"
"545",2,"Eleanor Shellstrop","Dude, things have been nuts around here."
"546",2,"Eleanor Shellstrop","I bet you don't know anything about me."
"547",2,"Chidi Anagonye","You were born in Phoenix."
"548",2,"Chidi Anagonye","You went to school in Tempe."
"549",2,"Chidi Anagonye","You're an only child."
"550",2,"Chidi Anagonye","Your favorite show is something called The Real Housewives of Atlanta, and your favorite book is Kendall Jenner's Instagram feed."
"551",2,"Eleanor Shellstrop","How did you know all that?"
"552",2,"Chidi Anagonye","Because you are constantly talking about yourself."
"553",2,"Chidi Anagonye","You are the most self-obsessed person I have ever met."
"554",2,"Eleanor Shellstrop","You should see Kendall Jenner's Instagram feed."
"555",2,"Chidi Anagonye","Okay, this is my fear about you, Eleanor."
"556",2,"Chidi Anagonye","You are too selfish to ever be a good person."
"557",2,"Eleanor Shellstrop","Well, I think you're wrong."
"558",2,"Chidi Anagonye","What country am I from, again?"
"559",2,"Eleanor Shellstrop","Sen…sodyne."
"560",2,"Chidi Anagonye","That is a brand of toothpaste."
"561",2,"Chidi Anagonye","Look, the only thing that you are concerned with is your own happiness."
"562",2,"Chidi Anagonye","That's your problem."
"563",2,"Eleanor Shellstrop","Okay, names in the hat."
"564",2,"Eleanor Shellstrop","Time to pick a designated driver."
"565",2,"Eleanor Shellstrop","And the loser is… Betsy."
"566",2,"Betsy","Wait, you never get picked, and you're always the one who draws the name."
"567",2,"Betsy","Let me see that."
"568",2,"Eleanor Shellstrop","There's no need."
"569",2,"Eleanor Shellstrop","Everyone here believes in my integrity 100%, right, guys?"
"570",2,"Betsy","Give it to me."
"571",2,"Eleanor Shellstrop","For the record… I did that out of principle, because it absolutely had your name on it."
"572",2,"Betsy","If I check the other ones, I can figure it out by process of elimination."
"573",2,"Eleanor Shellstrop","Again, out of principle."
"574",2,"Eleanor Shellstrop","Let it wash over you, Betsy."
"575",2,"Eleanor Shellstrop","This is what integrity looks like."
"576",2,"Michael","All right, everyone, let's get started."
"577",2,"Michael","Things have settled down."
"578",2,"Michael","Phew!"
"579",2,"Michael","So hopefully, we're off and running."
"580",2,"Michael","Welcome to orientation, day two."
"581",2,"Michael","Now, today we're gonna start with something that everyone has always wanted to do."
"582",2,"Michael","Flying."
"583",2,"Michael","Now that you're dead, let's live a little, right?"
"584",2,"Tahani Al-Jamil","Uh, sorry."
"585",2,"Tahani Al-Jamil","Uh, Michael?"
"586",2,"Tahani Al-Jamil","If… if I might?"
"587",2,"Tahani Al-Jamil","I was just thinking, earlier today in all of the chaos, large swaths of this neighborhood were destroyed."
"588",2,"Tahani Al-Jamil","We thought perhaps some of us could volunteer to help clean up the debris."
"589",2,"Tahani Al-Jamil","You know, it's quite a fun way to band together as a community, isn't that right, Jianyu?"
"590",2,"Tahani Al-Jamil","Oh, uh, yeah, sorry."
"591",2,"Tahani Al-Jamil","For those of you who don't know, my soulmate, Jianyu here, is a Buddhist monk."
"592",2,"Tahani Al-Jamil","He took a vow of silence that he's still observing, even here, in The Good Place."
"593",2,"Tahani Al-Jamil","It's truly inspiring."
"594",2,"Michael","Well, Tahani, it's not really your job to clean up, but I suppose there's no harm if you really want to."
"595",2,"Tahani Al-Jamil","Oh, well, hurrah."
"596",2,"Tahani Al-Jamil","We need about, uh, 12 volunteers."
"597",2,"Michael","Oh!"
"598",2,"Eleanor Shellstrop","I can't believe all these people are passing on flying to pick up garbage all day."
"599",2,"Eleanor Shellstrop","Have fun, nerds."
"600",2,"Eleanor Shellstrop","I'll be soaring through the air like a forkin' bird."
"601",2,"Chidi Anagonye","Eleanor and I would love to help."
"602",2,"Tahani Al-Jamil","Ah."
"603",2,"Tahani Al-Jamil","Hurrah, hurrah."
"604",2,"Tahani Al-Jamil","Yay."
"605",2,"Eleanor Shellstrop","Dude."
"606",2,"Chidi Anagonye","You want to prove you're not selfish?"
"607",2,"Chidi Anagonye","Here's the perfect test."
"608",2,"Chidi Anagonye","There's something fun that you want to do, and then there's something less fun that people are doing for the common good."
"609",2,"Chidi Anagonye","Which do you choose?"
"610",2,"Janet","Have fun."
"611",2,"Man 1","Hey!"
"612",2,"Man 2","Oh, hey!"
"613",2,"Man 3","Aw, yeah!"
"614",2,"Man 4","All right!"
"615",2,"Jessica","Whoo!"
"616",2,"Eleanor Shellstrop","Hey, up there."
"617",2,"Eleanor Shellstrop","Having fun, or does it maybe suck, probably?"
"618",2,"Jessica","Well, I wouldn't call it fun."
"619",2,"Jessica","I'd say it's like 50 million simultaneous orgasms, but better."
"620",2,"Jessica","How's volunteer garbage pickup?"
"621",2,"Eleanor Shellstrop","About the same."
"622",2,"Jessica","Great!"
"623",2,"Jessica","Whee!"
"624",2,"Tahani Al-Jamil","You know, this really reminds me of my time in Vietnam, picking up mortar shells with my godmother, Diana."
"625",2,"Tahani Al-Jamil","Doesn't really matter of what she's a princess of."
"626",2,"Tahani Al-Jamil","It's not really important."
"627",2,"Michael","Tahani!"
"628",2,"Michael","How goes the cleaning?"
"629",2,"Tahani Al-Jamil","Oh, swimmingly, Michael."
"630",2,"Tahani Al-Jamil","And I have to say this neighborhood that you've built is truly a masterpiece, the likes of which I've never seen."
"631",2,"Tahani Al-Jamil","And I've been to Johnny Depp's private bird sanctuary."
"632",2,"Michael","Well, thank you."
"633",2,"Michael","That's very kind of you to say."
"634",2,"Michael","But it's also dead wrong."
"635",2,"Michael","This neighborhood is a disaster."
"636",2,"Michael","See, I must have made a mistake somewhere."
"637",2,"Michael","And it led to all this chaos, and now I'm just… I'm just terrified that it's gonna happen again."
"638",2,"Michael","I'm trying to put a good face on… uh, well, this face that I've constructed for myself."
"639",2,"Michael","But the truth is, I… I'm just miserable."
"640",2,"Michael","I have to go."
"641",2,"Michael","Thank you so much for your service."
"642",2,"Tahani Al-Jamil","Oh, no."
"643",2,"Tahani Al-Jamil","Powerful people do not handle failure well."
"644",2,"Tahani Al-Jamil","Michael could be heading for a total meltdown."
"645",2,"Tahani Al-Jamil","Soulmate, are you thinking what I'm thinking?"
"646",2,"Tahani Al-Jamil","Should we say it at the same time?"
"647",2,"Tahani Al-Jamil","All right."
"648",2,"Tahani Al-Jamil","One, two, three."
"649",2,"Tahani Al-Jamil","We must help Michael."
"650",2,"Tahani Al-Jamil","Oh, you sly devil."
"651",2,"Tahani Al-Jamil","You're going to keep me on my toes, aren't you?"
"652",2,"Tahani Al-Jamil","All right, come on."
"653",2,"Tahani Al-Jamil","Let's go."
"654",2,"Antonio","Oh, boy!"
"655",2,"Eleanor Shellstrop","Hey, Gunnar! Hey, Antonio!"
"656",2,"Gunnar","Hey, Eleanor. Isn't this great?"
"657",2,"Eleanor Shellstrop","Uh, yeah."
"658",2,"Eleanor Shellstrop","When I thought of the afterlife, I totally pictured being an unpaid, non-flying janitor."
"659",2,"Antonio","Us, too!"
"660",2,"Eleanor Shellstrop","You guys are so fun."
"661",2,"Eleanor Shellstrop","Just relentlessly fun."
"662",2,"Eleanor Shellstrop","I keep thinking, ""When are they gonna stop being fun?"""
"663",2,"Eleanor Shellstrop","And the answer is never."
"664",2,"Eleanor Shellstrop","You're never gonna stop."
"665",2,"Eleanor Shellstrop","Well, I have had a pretty full day of being unselfish."
"666",2,"Eleanor Shellstrop","I've made some new friends."
"667",2,"Eleanor Shellstrop","My area's almost garbage-free."
"668",2,"Eleanor Shellstrop","So you're gonna help me figure out how to stay, right?"
"669",2,"Chidi Anagonye","Well, that is a really tough question."
"670",2,"Chidi Anagonye","Most great philosophers would say helping you is pointless, that you can't try to be good, especially when your motivations are so obviously corrupt."
"671",2,"Eleanor Shellstrop","Yeah, but what do most great philosophers know?"
"672",2,"Chidi Anagonye","On the other hand, Aristotle thought that moral virtue is something that you could get better at."
"673",2,"Chidi Anagonye","He… he compared it to playing the flute."
"674",2,"Chidi Anagonye","The more you practice, the more you improve."
"675",2,"Eleanor Shellstrop","Aristotle!"
"676",2,"Eleanor Shellstrop","That's my boy, right there."
"677",2,"Eleanor Shellstrop","He was the best."
"678",2,"Eleanor Shellstrop","I mean, most people agree he was the best one."
"679",2,"Eleanor Shellstrop","So it sounds to me like you are onboard the ""Help Eleanor"" train."
"680",2,"Chidi Anagonye","Well, I've narrowed it down to two possibilities, yes and no."
"681",2,"Eleanor Shellstrop","Well, no worries."
"682",2,"Eleanor Shellstrop","Just hit me up when you're done weighing my life in your hands."
"683",2,"Eleanor Shellstrop","I'll just keep doing what I do best: being super considerate and selfless."
"684",2,"Eleanor Shellstrop","Hey, guys."
"685",2,"Betsy","Okay, Eleanor, reminder."
"686",2,"Betsy","We switched to a rotating system for choosing a designated driver, and it's your turn."
"687",2,"Eleanor Shellstrop","Got it."
"688",2,"Eleanor Shellstrop","Full disclosure, I forgot we were doing this new system."
"689",2,"Eleanor Shellstrop","I got off work early."
"690",2,"Eleanor Shellstrop","I've been here for about an hour, and I'm already pretty drunk."
"691",2,"Betsy","Someone else will do it."
"692",2,"Eleanor Shellstrop","Good call."
"693",2,"Eleanor Shellstrop","Guess the only place I'll be driving is through the giant loophole in the system I accidentally discovered."
"694",2,"Eleanor Shellstrop","Whoo!"
"695",2,"Tahani Al-Jamil","I can't believe they've managed to mix one million flavors together, and yet, somehow, I can taste each individual one."
"696",2,"Tahani Al-Jamil","It's remarkable."
"697",2,"Michael","I got no-flavor."
"698",2,"Michael","It's all I deserve, really."
"699",2,"Tahani Al-Jamil","No."
"700",2,"Michael","Look, I… I appreciate you trying to cheer me up."
"701",2,"Michael","I really do, but you don't understand."
"702",2,"Michael","This was the very first neighborhood that I got to design."
"703",2,"Michael","It was my chance to prove myself, and now I've blown it."
"704",2,"Tahani Al-Jamil","You know, sometimes a flaw can make something even more beautiful, like with Cindy Crawford and how short she is."
"705",2,"Michael","Oh, Tahani, if I made one tiny mistake in my design, if there's a single glitch in the system, if even one blade of grass is angled a fraction of a degree off… the whole neighborhood is compromised."
"706",2,"Michael","Whose dog is that?"
"707",2,"Michael","Guys, whose dog is that?"
